"Proteins","Start.position","End.position","Intensity","Intensity.ST168.THF.A","Intensity.ST168.THF.O","Intensity.ST169.DMSO.A","Intensity.ST169.DMSO.O","Intensity.ST170.But.A","Intensity.ST170.But.O","Reverse","Potential.contaminant"
"P39522",573,585,70687000,0,0,65789000,0,0,4898000,"",""
"P37291",340,355,2200500000,607410000,13910000,868700000,100300000,5.66e+08,44209000,"",""
"P53250",165,179,105460000,0,2697500,38570000,20741000,36441000,7008900,"",""
"Q00362",122,136,42241000,0,948890,17939000,0,22314000,1038500,"",""
"P23641",143,159,466720000,118970000,9067800,114790000,88270000,97861000,37763000,"",""
"P38833",52,63,1084400,0,1084400,0,0,0,0,"",""
"P00890",387,401,521290000,94947000,20591000,139840000,108380000,101160000,56357000,"",""
"P53292",188,197,6856900,0,0,6856900,0,0,0,"",""
"P40825",276,284,537870000,85865000,12578000,182020000,38958000,175950000,42496000,"",""
"P03872",178,193,824960000,0,369880000,0,230060000,0,225020000,"",""
"P21827",295,322,170500000,63220000,3552900,55978000,0,45038000,2707800,"",""
"P38193",37,51,114500000,4379800,7730100,0,51777000,0,50613000,"",""
"Q01217",179,189,18635000,0,0,0,10791000,0,7843800,"",""
"P20424",91,100,51649000,18019000,0,17668000,0,15963000,0,"",""
"P38795",379,393,126390000,34895000,1243200,43285000,0,45331000,1637400,"",""
"P22515",325,349,1141900000,228020000,0,282560000,128040000,503320000,0,"",""
"P22515",325,356,423510000,0,0,0,228400000,195110000,0,"",""
"P38144",626,635,11904000,11904000,0,0,0,0,0,"",""
"Q02629",734,756,8835500,0,0,8835500,0,0,0,"",""
"Q04432",215,230,2314200,0,0,2314200,0,0,0,"",""
"P32895",395,409,285810000,59170000,102560000,0,124070000,0,0,"",""
"P24279",650,657,244030000,6587900,109030000,2228600,47532000,0,78644000,"",""
"P39104",498,514,19109000,6761600,0,6085900,0,6261500,0,"",""
"P07259",21,27,633960000,152590000,0,187710000,15568000,240350000,37732000,"",""
"P07259",21,41,43029000,0,0,18811000,0,24217000,0,"",""
"P40045",22,52,24841000,0,0,24841000,0,0,0,"",""
"P21576",466,476,2.409e+09,114450000,1374200000,90792000,258490000,0,571060000,"",""
"P40319",153,164,250140000,0,0,0,79870000,0,170270000,"",""
"P52593",597,605,9013700,0,0,9013700,0,0,0,"",""
"P32349",25,40,13989000,3893600,0,0,0,0,10095000,"",""
"P47077",100,108,25853000,0,0,15168000,0,10685000,0,"",""
"P38086",788,797,6158000,6158000,0,0,0,0,0,"",""
"P23180",78,89,32746000,0,0,8010600,0,24735000,0,"",""
"P53049",1183,1197,47730000,0,0,16561000,0,31169000,0,"",""
"P40011",195,201,6947700,6947700,0,0,0,0,0,"",""
"P32499",692,698,17154000,0,0,0,0,17154000,0,"",""
"P06105",264,270,30215000,0,0,30215000,0,0,0,"",""
"P06105",264,290,48547000,0,0,23323000,0,25225000,0,"",""
"P06105",264,295,30179000,0,24311000,5867400,0,0,0,"",""
"Q08647",474,486,12138000,0,0,0,0,12138000,0,"",""
"Q12490",1605,1620,121200000,44191000,0,47052000,0,29959000,0,"",""
"Q99257",243,256,24687000,0,0,19736000,4950400,0,0,"",""
"P13856",6,16,12225000,0,0,0,0,12225000,0,"",""
"P49954",48,65,45753000,0,0,0,35708000,0,10045000,"",""
"P49954",48,66,72969000,35645000,0,37324000,0,0,0,"",""
"P33416",793,811,129670000,2370800,777620,53333000,0,73188000,0,"",""
"Q12453",263,277,54096000,0,0,0,34727000,0,19369000,"",""
"P22803",21,35,42016000,42016000,0,0,0,0,0,"",""
"P22217",20,34,166850000,0,0,115180000,0,0,51668000,"",""
"P01120",13,23,252470000,110380000,0,84520000,0,57569000,0,"",""
"Q03798",206,220,11925000,0,0,4757500,7167100,0,0,"",""
"Q04322",304,314,21426000,0,5220100,0,0,0,16206000,"",""
"P31373",142,154,2219300000,446960000,51766000,550010000,531400000,429400000,209820000,"",""
"P33767",229,239,244990000,0,0,0,43760000,44569000,156670000,"",""
"P16622",271,297,2790700000,0,1393500000,0,440110000,0,957130000,"",""
"P41811",315,321,7075700,0,0,0,0,7075700,0,"",""
"P47044",53,65,54993000,0,0,33490000,0,21503000,0,"",""
"P43616",408,418,847170000,240430000,0,331530000,16452000,231410000,27349000,"",""
"P00812",101,108,46810000,19868000,0,0,0,26943000,0,"",""
"P38205",305,326,6255200,0,0,0,0,6255200,0,"",""
"P38205",305,327,214170000,0,3623300,0,181120000,0,29426000,"",""
"P40482",896,906,29883000,29883000,0,0,0,0,0,"",""
"P37898",766,779,3909100,0,0,0,0,0,3909100,"",""
"Q99287",389,400,6111000,6111000,0,0,0,0,0,"",""
"P07256",426,447,33266000,33266000,0,0,0,0,0,"",""
"P38011",91,102,4959600000,1521900000,45683000,1672100000,74231000,1572300000,73474000,"",""
"P21304",503,510,69287000,22033000,1561800,21905000,0,14493000,9295000,"",""
"P53011",83,96,0,0,0,0,0,0,0,"",""
"P53011",83,97,6479300,0,0,0,0,6479300,0,"",""
"P38260",87,99,448740000,0,153230000,0,117170000,0,178340000,"",""
"P38260",87,104,1277900000,30516000,566160000,0,245200000,0,436080000,"",""
"P04801",389,400,32965000,16918000,0,0,0,16047000,0,"",""
"P04801",389,410,18862000,0,0,18862000,0,0,0,"",""
"Q04062",37,47,37974000,0,0,0,0,0,37974000,"",""
"P32324",244,253,7225900000,1773700000,258720000,1975100000,482680000,1691800000,1.044e+09,"",""
"Q12458",82,96,90853000,0,0,44452000,0,46401000,0,"",""
"P38712",143,159,9265200,9265200,0,0,0,0,0,"",""
"P14922",152,162,6643500,0,0,6643500,0,0,0,"",""
"P07149",1269,1282,3665800000,558340000,610940000,263930000,1087900000,352100000,792600000,"",""
"P19812",1790,1802,13077000,6628100,0,0,0,6449000,0,"",""
"P00950",75,81,1.5759e+10,3577100000,674200000,4011300000,1147300000,2798600000,3.55e+09,"",""
"P53172",381,397,18839000,0,0,0,0,18839000,0,"",""
"Q05911",36,45,341660000,35808000,77087000,15269000,81503000,0,131990000,"",""
"P08004",380,393,4652500,0,0,0,0,4652500,0,"",""
"P16387",233,246,492870000,210160000,0,114860000,65967000,101880000,0,"",""
"P16649",602,611,76748000,27178000,0,26543000,0,23027000,0,"",""
"P32916",112,124,6123000,6123000,0,0,0,0,0,"",""
"Q06440",167,180,44525000,0,0,22420000,0,22105000,0,"",""
"Q03161",119,138,34814000,0,22022000,0,0,0,12792000,"",""
"Q08220",104,113,283480000,0,79720000,0,63687000,0,140080000,"",""
"P38129",551,564,0,0,0,0,0,0,0,"",""
"P02406",78,86,115740000,50028000,4465900,0,13195000,39183000,8867600,"",""
"P02406",78,87,3096500000,1319200000,5792100,895680000,166930000,667830000,41060000,"",""
"P02406",78,92,87356000,21465000,0,46246000,0,19645000,0,"",""
"P53953",846,856,6727200,0,0,6727200,0,0,0,"",""
"P21524",388,407,402680000,0,0,30015000,144140000,35668000,192860000,"",""
"Q04264",86,103,8151000,0,0,8151000,0,0,0,"",""
"P21734",147,157,11232000,0,0,11232000,0,0,0,"",""
"P27809",252,262,37430000,0,0,37430000,0,0,0,"",""
"P20967",207,222,62865000,28360000,0,34505000,0,0,0,"",""
"P07251",236,246,38944000,37346000,947290,0,651060,0,0,"",""
"P53011",136,146,73108000,45510000,0,0,0,27598000,0,"",""
"P38628",11,17,14642000,14642000,0,0,0,0,0,"",""
"P53200",39,49,12363000,0,0,0,0,12363000,0,"",""
"P53200",39,50,27206000,17007000,0,6578600,0,3620700,0,"",""
"Q04264",739,752,6837200,6837200,0,0,0,0,0,"",""
"Q08686",282,293,21641000,0,0,21641000,0,0,0,"",""
"P53549",87,96,6877300,0,0,0,0,6877300,0,"",""
"P25294",7,23,253490000,105890000,4750900,127390000,7642200,0,7817400,"",""
"P25294",7,24,194720000,170830000,0,23887000,0,0,0,"",""
"Q04062",61,68,2265500,0,0,0,0,2265500,0,"",""
"P03965",673,690,7202600,0,0,7202600,0,0,0,"",""
"Q03161",180,186,103880000,0,0,103880000,0,0,0,"",""
"P40825",446,467,537700000,80491000,95195000,24282000,178250000,72635000,86847000,"",""
"P40825",446,475,832840000,0,137030000,0,352660000,0,343150000,"",""
"P17157",68,77,4146200,0,0,4146200,0,0,0,"",""
"P35202",75,86,7200600,0,0,0,0,7200600,0,"",""
"P38972",797,820,2305900000,96349000,578510000,0,603790000,0,1027200000,"",""
"P32563",83,112,254270000,79665000,5862000,104700000,0,64042000,0,"",""
"P40010",396,412,28785000,14280000,0,14505000,0,0,0,"",""
"P11433",365,386,109440000,0,0,0,0,0,109440000,"",""
"P14743",229,255,113840000,36594000,0,36947000,0,40298000,0,"",""
"P07259",1036,1045,27312000,0,0,0,0,27312000,0,"",""
"P28274",476,486,40599000,10972000,0,18827000,0,10800000,0,"",""
"P16474",653,682,71932000,24294000,1263500,22857000,0,23517000,0,"",""
"P42935",554,571,22036000,11285000,0,0,0,10751000,0,"",""
"P21576",664,683,14554000,0,0,14554000,0,0,0,"",""
"P33327",259,265,9079600,4077400,0,5002200,0,0,0,"",""
"P41697",298,316,14865000,0,0,14865000,0,0,0,"",""
"P32288",284,292,459190000,146650000,4912600,210420000,0,86164000,11042000,"",""
"P53334",168,181,108690000,108690000,0,0,0,0,0,"",""
"P47089",42,58,188180000,62681000,2210900,70850000,0,50453000,1987600,"",""
"Q04951",171,186,12272000,0,0,12272000,0,0,0,"",""
"P32366",76,84,190210000,56042000,0,59821000,0,74350000,0,"",""
"P16120",68,81,182860000,43419000,0,64047000,0,71880000,3513600,"",""
"P16120",68,85,1264300000,236300000,13339000,200340000,111750000,646260000,56303000,"",""
"P16120",68,86,546350000,90246000,2489100,360690000,0,92928000,0,"",""
"Q04066",235,248,0,0,0,0,0,0,0,"",""
"P38787",59,73,47900000,0,0,22524000,0,25376000,0,"",""
"P14742",147,169,11216000,0,0,0,0,11216000,0,"",""
"P09436",627,636,1321100000,189010000,59082000,176410000,297780000,155430000,443430000,"",""
"P42938",254,261,70359000,20637000,0,36902000,0,0,12820000,"",""
"P31384",362,377,43497000,0,0,43497000,0,0,0,"",""
"P07275",357,363,14353000,0,0,0,0,14353000,0,"",""
"P22224",204,210,503350000,0,0,0,0,503350000,0,"",""
"P14832",22,29,3924100000,1126800000,37561000,1311900000,12459000,1390700000,44650000,"",""
"Q08641",390,397,17763000,0,0,9986400,0,7776400,0,"",""
"P07259",1383,1389,79553000,22385000,0,36822000,0,20346000,0,"",""
"P53852",38,44,26898000,0,0,0,0,26898000,0,"",""
"P32366",248,266,2592100000,306050000,226290000,0,1246600000,184180000,628930000,"",""
"P10591",605,642,585550000,585550000,0,0,0,0,0,"",""
"P25644",772,788,58193000,0,58193000,0,0,0,0,"",""
"Q08193",250,269,490700000,173890000,0,186420000,0,130390000,0,"",""
"P40069",1028,1042,614420000,197250000,6583000,200930000,708540,203240000,5702400,"",""
"P24583",143,151,4970600,4970600,0,0,0,0,0,"",""
"P54783",99,109,240400000,87330000,0,77724000,0,75350000,0,"",""
"P32377",135,147,387730000,153420000,2678600,128890000,0,102740000,0,"",""
"P53131",105,122,35033000,0,0,21789000,0,13243000,0,"",""
"P40303",147,166,171230000,80035000,1523900,44832000,0,44837000,0,"",""
"P21243",25,33,74760000,40803000,0,0,0,33956000,0,"",""
"P23638",19,50,169220000,0,0,15218000,0,0,1.54e+08,"",""
"P38825",305,322,41076000,10984000,0,14323000,0,15769000,0,"",""
"P19097",574,580,114670000,46486000,0,68188000,0,0,0,"",""
"Q02486",99,105,104740000,44742000,0,40342000,0,19652000,0,"",""
"P38828",27,43,46931000,22242000,0,0,0,24689000,0,"",""
"P54007",298,320,10576000,10576000,0,0,0,0,0,"",""
"P39985",533,544,24236000,0,0,0,0,24236000,0,"",""
"O74700",27,34,430650000,273740000,0,156900000,0,0,0,"",""
"P47039",104,114,59332000,20388000,0,0,0,38944000,0,"",""
"Q04217",824,844,6577600,6577600,0,0,0,0,0,"",""
"P38249",309,315,120710000,53645000,0,42665000,0,24398000,0,"",""
"Q06321",307,332,9142500,0,0,9142500,0,0,0,"",""
"P53131",439,447,684280,0,684280,0,0,0,0,"",""
"P25386",159,175,608960000,0,405260000,0,100830000,0,102870000,"",""
"P42945",191,201,11716000,5297300,0,0,0,6418800,0,"",""
"P21965",143,150,54960000,23529000,0,31431000,0,0,0,"",""
"P52891",522,535,38838000,0,0,0,30584000,0,8253900,"",""
"P08566",611,618,12428000,0,0,0,0,12428000,0,"",""
"Q06178",385,394,0,0,0,0,0,0,0,"",""
"Q06632",1269,1289,15598000,0,0,0,0,0,15598000,"",""
"P07259",206,214,31887000,0,0,0,0,30747000,1139700,"",""
"P40064",538,549,11026000,11026000,0,0,0,0,0,"",""
"P32864",113,123,15437000,15437000,0,0,0,0,0,"",""
"P40825",162,172,381560000,103130000,3607900,1.25e+08,0,145270000,4562200,"",""
"Q08972",285,293,17331000,0,0,0,0,15342000,1989300,"",""
"P06634",411,425,2425200000,206890000,1518300000,41669000,1.66e+08,0,492350000,"",""
"Q00955",112,140,188260000,0,0,116510000,0,71751000,0,"",""
"P25375",306,323,95173000,24856000,0,42408000,0,27909000,0,"",""
"Q03262",391,407,35679000,8837000,0,12874000,0,13968000,0,"",""
"Q92317",1,31,17419000,0,0,17419000,0,0,0,"",""
"P25694",288,297,177910000,46061000,3390300,34219000,0,92718000,1522400,"",""
"P25694",288,298,37649000,10737000,0,10424000,0,16488000,0,"",""
"P27466",23,34,0,0,0,0,0,0,0,"",""
"Q04178",204,221,216240000,76632000,0,122240000,0,17363000,0,"",""
"P47143",46,59,1713200000,413500000,0,624720000,0,614920000,60017000,"",""
"P35183",1,12,360310,0,0,0,0,0,360310,"",""
"P40350",303,311,2945200,0,2945200,0,0,0,0,"",""
"P38961",1,14,2035700,0,0,0,0,2035700,0,"",""
"P07259",2203,2214,372330000,6976600,252460000,0,45921000,1610000,65366000,"",""
"P06785",172,189,328660000,0,42863000,0,126440000,0,159360000,"",""
"P40219",73,105,28020000,0,0,0,28020000,0,0,"",""
"P37303",253,263,211580000,54152000,0,89970000,0,67456000,0,"",""
"P12612",256,274,20837000,12011000,0,8825700,0,0,0,"",""
"P21243",121,131,109200000,4154100,0,68232000,0,36809000,0,"",""
"P48606",1,9,17130000,0,0,0,0,17130000,0,"",""
"Q06706",428,448,71539000,0,0,38714000,0,32825000,0,"",""
"P20424",436,453,43005000,12301000,336670,16543000,0,13425000,399300,"",""
"Q03862",323,332,18333000,10150000,0,0,0,0,8183800,"",""
"P50861",43,69,716560000,170470000,310010000,112140000,0,123940000,0,"",""
"P50861",43,70,1408900000,296930000,343390000,335030000,212110000,119680000,101740000,"",""
"P53336",224,237,4920400,0,0,4920400,0,0,0,"",""
"Q99247",199,226,5430200,0,0,5430200,0,0,0,"",""
"P38987",1,16,9185300,0,0,9185300,0,0,0,"",""
"P38840",466,474,5873400,0,0,5873400,0,0,0,"",""
"Q12363",111,127,18751000,0,0,18751000,0,0,0,"",""
"P39077",171,180,37097000,0,0,20673000,0,16424000,0,"",""
"Q01662",262,278,83190000,25672000,0,57518000,0,0,0,"",""
"P25631",56,85,51571000,0,0,28527000,0,23044000,0,"",""
"P42943",181,202,53715000,0,0,0,53715000,0,0,"",""
"Q99385",1,17,160120000,23239000,518120,14316000,96600000,15665000,9775800,"",""
"P38307",1,17,24520000,0,17393000,0,0,0,7126600,"",""
"P07149",1,39,1.5129e+10,29157000,8.855e+09,0,2012400000,0,4232500000,"",""
"P40956",146,159,6159800,0,0,6159800,0,0,0,"",""
"Q08581",525,537,2849900,0,0,0,0,2849900,0,"",""
"P05453",408,417,59002000,0,0,37809000,0,21193000,0,"",""
"P21576",1,11,69692000,0,0,0,23607000,37817000,8268400,"",""
"P38797",132,145,3958300,0,0,0,0,3958300,0,"",""
"P38797",132,152,34717000,0,0,0,0,34717000,0,"",""
"P25087",181,202,192170000,25283000,0,69387000,40993000,56504000,0,"",""
"P15303",1,13,50884000,18566000,0,24671000,0,6239600,1408300,"",""
"P53271",1,21,1919200,0,0,0,0,1919200,0,"",""
"P32178",1,21,1032200000,103810000,159780000,0,502240000,0,266330000,"",""
"P42841",1,25,10690000,6886500,0,3803500,0,0,0,"",""
"Q12164",236,250,8687000,0,0,0,8687000,0,0,"",""
"P33448",1,21,4152900,0,0,4152900,0,0,0,"",""
"P46655",308,315,9558200,0,0,0,0,9558200,0,"",""
"P18759",379,396,52745000,0,0,0,0,52745000,0,"",""
"P18759",379,397,60491000,0,0,9619200,35681000,15191000,0,"",""
"Q07623",132,144,13675000,2403300,0,0,9018000,0,2253800,"",""
"P22141",1,8,1159700000,2739100,486160000,4000200,448910000,1562000,216280000,"",""
"P25386",1,12,71234000,7572600,0,0,59076000,4584700,0,"",""
"P10964",1,22,0,0,0,0,0,0,0,"",""
"P46970",1,21,33192000,0,0,0,33192000,0,0,"",""
"P40327",173,195,124870000,0,0,67105000,0,57765000,0,"",""
"P19097",352,359,138070000,23311000,0,64714000,0,47940000,2109500,"",""
"P19097",352,360,28132000,5131200,0,13869000,0,9131700,0,"",""
"P22147",457,474,122200000,27203000,1009600,43203000,0,48621000,2165800,"",""
"P25037",1,8,3048300,0,0,3048300,0,0,0,"",""
"P43573",1,13,77650000,1960300,0,0,73932000,1758500,0,"",""
"P32582",500,507,8853600,0,0,8853600,0,0,0,"",""
"P06105",1036,1043,225080000,32420000,0,96230000,0,96425000,0,"",""
"Q12154",1,19,2234800000,222460000,39477000,82754000,1.607e+09,186710000,96446000,"",""
"P32353",1,19,3925200000,0,2.388e+09,2194800,538940000,0,996050000,"",""
"P00498",1,10,785880000,11186000,57900000,384020000,7735600,249640000,75400000,"",""
"P37898",253,275,98977000,0,98977000,0,0,0,0,"",""
"P12385",1,13,1850800,0,0,0,0,0,1850800,"",""
"Q02821",1,11,851610,681460,170150,0,0,0,0,"",""
"Q3E7X9",1,11,916160000,169230000,4484700,393650000,2266300,336750000,9780100,"",""
"P32454",349,371,104520000,22025000,0,39574000,0,42920000,0,"",""
"P37303",305,312,133450000,38648000,874940,51843000,457500,39803000,1820500,"",""
"P37303",305,313,21945000,0,0,21945000,0,0,0,"",""
"Q04773",1,9,21172000,0,3516200,4341900,13314000,0,0,"",""
"P32381",1,17,625670000,74771000,794730,41390000,344390000,103020000,61312000,"",""
"P33416",87,107,107320000,16861000,0,52164000,0,38291000,0,"",""
"P38806",1,22,4058000,0,0,0,0,0,4058000,"",""
"P53204",1,30,21460000,0,0,0,21460000,0,0,"",""
"P20434",1,7,137240,0,137240,0,0,0,0,"",""
"P39958",1,33,29856000,0,18799000,0,0,0,11057000,"",""
"P39958",1,34,80605000,0,41992000,0,0,0,38613000,"",""
"P40069",1,23,5604400000,7422200,1725500000,0,1621600000,0,2249800000,"",""
"Q12035",1,13,17329000,0,0,5767600,0,11562000,0,"",""
"P87284",1,24,8791300,0,8791300,0,0,0,0,"",""
"P60010",1,18,5436100000,1569100000,0,1672200000,400520000,1794200000,0,"",""
"P53145",101,120,11338000,0,0,11338000,0,0,0,"",""
"P40024",194,205,163150000,12820000,2907400,75345000,0,70001000,2075400,"",""
"P38795",452,469,470350000,27805000,0,5816500,308180000,0,128550000,"",""
"Q07716",327,336,2939600,0,0,2939600,0,0,0,"",""
"P48563",396,409,6905800,0,0,6905800,0,0,0,"",""
"P32598",1,14,18976000,0,0,0,0,18976000,0,"",""
"P47047",1,25,24320000,15868000,0,4775400,0,3676900,0,"",""
"P52918",1,20,1476200,1476200,0,0,0,0,0,"",""
"P25367",1,25,181760000,67881000,0,113880000,0,0,0,"",""
"P48363",1,10,8804100,0,0,8804100,0,0,0,"",""
"P08518",789,807,33431000,0,0,0,0,33431000,0,"",""
"Q06107",1,14,1064400000,0,516760000,0,281960000,0,265720000,"",""
"P25560",1,20,3155500,0,0,3155500,0,0,0,"",""
"P39011",1,20,12629000,0,0,0,12629000,0,0,"",""
"P40509",1,7,14182000,4633700,0,9548100,0,0,0,"",""
"Q03768",1,23,120680000,0,26151000,45034000,0,49499000,0,"",""
"Q04739",125,155,6415000,0,0,6415000,0,0,0,"",""
"P04076",362,381,387770000,1981400,141260000,0,153830000,0,90695000,"",""
"Q12016",1,11,56837000,0,0,31409000,0,19707000,5721000,"",""
"P40024",363,381,86497000,14844000,0,22687000,21352000,27614000,0,"",""
"Q04062",16,31,99609000,0,0,60476000,0,39132000,0,"",""
"Q03921",237,255,2421400,0,0,2421400,0,0,0,"",""
"P49723",1,9,1749400000,311710000,14118000,716610000,23768000,634580000,48614000,"",""
"P53192",211,223,5361200,0,0,1824600,0,2992000,544580,"",""
"Q04199",1,23,0,0,0,0,0,0,0,"",""
"P40501",1,16,4324000,0,0,4324000,0,0,0,"",""
"Q07878",1070,1083,8168300,0,0,8168300,0,0,0,"",""
"P39969",58,69,13016000,0,0,13016000,0,0,0,"",""
"Q05506",255,264,46591000,12147000,531690,20024000,0,13888000,0,"",""
"Q05506",255,267,19274000,0,0,19274000,0,0,0,"",""
"P53296",1,18,12966000,12966000,0,0,0,0,0,"",""
"P41911",425,440,135570000,34140000,0,61214000,0,40221000,0,"",""
"Q00684",500,520,3683500,0,0,0,0,3683500,0,"",""
"P38174",298,314,0,0,0,0,0,0,0,"",""
"P33298",1,12,36397000,0,0,36397000,0,0,0,"",""
"P32558",1,12,50650000,0,0,0,44148000,0,6502000,"",""
"P32558",1,13,63886000,0,0,33039000,0,30847000,0,"",""
"P37838",1,17,14882000,0,0,8540900,0,6340900,0,"",""
"P24279",1,24,14270000,0,0,4018500,0,10251000,0,"",""
"P32366",1,18,37018000,0,0,7535400,0,0,29482000,"",""
"P69850",1,15,0,0,0,0,0,0,0,"",""
"P47131",1,22,200960000,0,0,0,0,0,200960000,"",""
"P37291",83,90,285670000,211710000,10821000,12727000,307360,30293000,19810000,"",""
"P38356",243,255,0,0,0,0,0,0,0,"",""
"Q04632",1,19,175540000,0,95351000,0,37785000,0,42404000,"",""
"P53900",1,9,18886000,8040600,0,0,6379500,0,4466200,"",""
"P04801",503,511,6774000,0,0,0,0,6774000,0,"",""
"P16387",94,103,14289000,0,0,14289000,0,0,0,"",""
"P69851",1,15,0,0,0,0,0,0,0,"",""
"P39984",1,18,6406600,0,0,6406600,0,0,0,"",""
"Q08282",245,259,22643000,0,0,0,22643000,0,0,"",""
"P48415",1757,1768,9171100,0,0,9171100,0,0,0,"",""
"P21264",541,547,2478500,0,0,0,0,0,2478500,"",""
"P21264",541,555,9355100,0,0,0,0,9355100,0,"",""
"P35845",1,17,19816000,6201900,0,7195300,0,6418900,0,"",""
"P53847",1,13,11647000,0,0,0,4352500,0,7294900,"",""
"P00812",1,11,41027000,0,0,23099000,0,17928000,0,"",""
"P42842",1,8,12042000,7846000,0,0,4196000,0,0,"",""
"P57743",1,9,36807000,13236000,0,7605100,0,15965000,0,"",""
"P32461",1,26,46702000,0,0,0,46702000,0,0,"",""
"P36775",763,778,9972300,0,0,0,0,9972300,0,"",""
"Q00955",14,24,102680000,0,0,64218000,0,37152000,1310900,"",""
"Q08977",1,15,38198000,9667500,0,0,14835000,13695000,0,"",""
"Q08977",1,28,163970000,0,0,0,0,0,163970000,"",""
"P33895",137,155,7583200,0,0,0,7583200,0,0,"",""
"P06786",400,414,6765300,0,0,0,0,6765300,0,"",""
"P50094",117,139,640550000,134220000,0,167360000,0,338970000,0,"",""
"Q02884",301,315,16781000,0,0,0,16781000,0,0,"",""
"Q12009",178,188,32163000,0,0,0,19700000,0,12463000,"",""
"Q07938",222,237,18133000,0,0,10896000,0,7237100,0,"",""
"P80967",1,15,442860000,1.44e+08,1469600,155840000,0,138470000,3088000,"",""
"P07245",468,475,50482000,12342000,0,17071000,0,21069000,0,"",""
"Q99383",161,176,42366000,22149000,0,20217000,0,0,0,"",""
"P10081",166,181,1.1289e+10,3004500000,1059800000,375380000,3479600000,696520000,2.673e+09,"",""
"P30624",142,163,176170000,9333000,0,45765000,80570000,28892000,11612000,"",""
"P32445",1,15,0,0,0,0,0,0,0,"",""
"P38708",422,437,232560000,32755000,0,54664000,0,145140000,0,"",""
"Q04062",1,15,360170000,18451000,0,10570000,163600000,15664000,151890000,"",""
"P46959",295,306,3695600,0,0,3695600,0,0,0,"",""
"P47096",1,11,78426000,22720000,0,0,0,55707000,0,"",""
"Q12242",346,372,10463000,0,0,10463000,0,0,0,"",""
"P40482",709,719,57274000,3366200,0,0,17557000,0,36351000,"",""
"P37297",407,427,27774000,0,0,0,27774000,0,0,"",""
"P40531",152,173,1.451e+09,163710000,0,0,1053100000,123840000,110280000,"",""
"Q12133",1,7,4709500,0,0,4709500,0,0,0,"",""
"P32527",1,21,2.465e+09,333050000,864730000,394930000,118310000,500610000,253320000,"",""
"P40030",1,12,74633000,17225000,0,0,27142000,30265000,0,"",""
"P23594",205,222,301080000,24076000,0,0,277010000,0,0,"",""
"P23595",213,230,247390000,22140000,62089000,0,108520000,0,54641000,"",""
"P32454",764,773,10349000,0,0,10349000,0,0,0,"",""
"P53730",487,497,12856000,0,0,12856000,0,0,0,"",""
"Q99258",1,13,449070000,86313000,4158800,57569000,199340000,74996000,26699000,"",""
"P38427",829,841,17007000,0,0,14110000,0,0,2897000,"",""
"P07149",1164,1171,7086800,0,0,0,1698400,0,5388400,"",""
"P07149",1164,1172,16112000,0,0,16112000,0,0,0,"",""
"Q04894",222,239,14957000,0,0,6437000,0,8520100,0,"",""
"P40506",235,246,3766200,0,0,0,0,3657800,108420,"",""
"P39743",23,37,31613000,15812000,303540,11331000,0,4166600,0,"",""
"P39743",23,38,45047000,23778000,0,21269000,0,0,0,"",""
"P46655",199,205,2188900,0,0,0,0,0,2188900,"",""
"P14164",436,464,9860100,0,0,4852100,0,5008000,0,"",""
"Q04322",499,509,6348700,0,0,0,0,0,6348700,"",""
"Q04409",160,180,73150000,0,0,69473000,0,0,3676300,"",""
"Q02256",170,183,11637000,0,0,11637000,0,0,0,"",""
"P53598",282,299,19105000,11504000,0,0,0,7601000,0,"",""
"P53598",282,300,43505000,15547000,0,13919000,0,14038000,0,"",""
"Q07878",676,686,9753800,0,0,9753800,0,0,0,"",""
"Q12680",787,796,87953000,16843000,0,40392000,0,30718000,0,"",""
"P39531",53,79,4955900,0,0,0,0,4955900,0,"",""
"P38217",809,830,24093000,0,0,0,0,24093000,0,"",""
"P13188",105,123,68396000,11239000,0,17779000,0,39378000,0,"",""
"P38301",1,7,3598700,3598700,0,0,0,0,0,"",""
"P26570",1,10,6985400,0,0,0,0,6985400,0,"",""
"P40454",260,279,76360000,0,0,0,0,0,76360000,"",""
"P38885",88,104,5115100,0,0,0,0,0,5115100,"",""
"P34232",112,128,26566000,0,0,15974000,0,10592000,0,"",""
"P41895",36,55,3100000,0,0,0,0,3100000,0,"",""
"P38712",361,368,20150000,0,0,9614500,0,10535000,0,"",""
"Q07551",111,128,716430000,133600000,11736000,42337000,189160000,69855000,269740000,"",""
"Q12382",1,17,8242400,0,0,0,0,8242400,0,"",""
"P00931",181,200,755620000,171220000,27645000,148530000,69882000,291530000,46804000,"",""
"P28273",80,92,20256000,0,0,11314000,0,8941500,0,"",""
"P04806",228,253,4443200000,0,810600000,54647000,1715900000,0,1862100000,"",""
"P04807",228,249,252990000,99093000,10862000,55894000,0,82381000,4763000,"",""
"P19097",1396,1413,4862100000,308540000,1397400000,17914000,1553200000,47616000,1537500000,"",""
"P19097",1396,1416,100680000,0,100680000,0,0,0,0,"",""
"P29453",173,181,1498700000,326400000,35787000,459410000,167430000,345570000,164070000,"",""
"P17076",173,181,334870000,76430000,8605500,194820000,31509000,0,23500000,"",""
"P35176",77,86,272880000,81751000,0,101260000,0,89877000,0,"",""
"P38738",1,15,0,0,0,0,0,0,0,"",""
"P47102",1,20,6284400,0,0,0,6284400,0,0,"",""
"P16387",342,356,126480000,52806000,1735800,59268000,0,12671000,0,"",""
