"id","numberofAA"
"sp|P53822|COS1_YEAST",381
"sp|Q12287|COX17_YEAST",69
"sp|P00045|CYC7_YEAST",113
"sp|Q12389|DBP10_YEAST",995
"sp|Q12517|DCP1_YEAST",231
"sp|P21657|DAL81_YEAST",970
"sp|P40526|DFG10_YEAST",253
"sp|P31116|DHOM_YEAST",359
"sp|P38773|DOG2_YEAST",246
"sp|P32644|ECM32_YEAST",1121
"sp|Q04110|ECM11_YEAST",302
"sp|P47013|DS1P1_YEAST",409
"sp|P38333|ENP1_YEAST",483
"sp|Q12050|ELG1_YEAST",791
"sp|P41912|ERFD_YEAST",237
"sp|P40030|ERG28_YEAST",148
"sp|P40988|FET4_YEAST",552
"sp|Q06104|GLD1_YEAST",294
"sp|Q12418|GIS3_YEAST",502
"sp|P50082|AMA1_YEAST",593
"sp|P38929|ATC2_YEAST",1173
"sp|P38111|ATR_YEAST",2368
"sp|P89105|CTR9_YEAST",1077
"sp|P40087|DDI1_YEAST",428
"sp|P0CH64|DDI3_YEAST",225
"sp|Q06143|DIC1_YEAST",298
"sp|O13577|DIF1_YEAST",133
"sp|Q07505|DLHH_YEAST",273
"sp|P38774|DOG1_YEAST",246
"sp|P48510|DSK2_YEAST",373
"sp|P53871|DUG3_YEAST",357
"sp|P32626|ENOPH_YEAST",227
"sp|P53246|ENV11_YEAST",860
"sp|P38604|ERG7_YEAST",731
"sp|Q08421|ETT1_YEAST",412
"sp|P43592|FAR7_YEAST",221
"sp|P39521|FHL1_YEAST",936
"sp|P36170|FLO10_YEAST",1169
"sp|P15646|FBRL_YEAST",327
"sp|Q12035|FCF2_YEAST",217
"sp|Q08559|FYV12_YEAST",129
"sp|Q99339|GIN11_YEAST",116
"sp|P47011|GLG2_YEAST",380
"sp|Q12142|ATG9_YEAST",997
"sp|P41815|BAP3_YEAST",604
"sp|P47158|CAF17_YEAST",497
"sp|P14724|CDC26_YEAST",124
"sp|P08004|CHS1_YEAST",1131
"sp|O13297|CET1_YEAST",549
"sp|P39976|DLD3_YEAST",496
"sp|P47120|DOHH_YEAST",325
"sp|Q02647|DYL1_YEAST",92
"sp|P39998|EDC3_YEAST",551
"sp|P39009|DUN1_YEAST",513
"sp|Q02884|ELP4_YEAST",456
"sp|P43555|EMP47_YEAST",445
"sp|P40217|EIF3I_YEAST",347
"sp|Q03769|ENT5_YEAST",411
"sp|P53199|ERG26_YEAST",349
"sp|P53198|ERP6_YEAST",216
"sp|Q06340|ESC2_YEAST",456
"sp|P39719|FLC2_YEAST",783
"sp|Q06179|FMP27_YEAST",2628
"sp|P38783|FYV4_YEAST",130
"sp|P11709|BIK1_YEAST",440
"sp|P09119|CDC6_YEAST",513
"sp|P22516|CHL1_YEAST",861
"sp|P00431|CCPR_YEAST",361
"sp|P33313|CNS1_YEAST",385
"sp|P08679|CISY2_YEAST",460
"sp|P53859|CSL4_YEAST",292
"sp|P53388|DIP5_YEAST",608
"sp|P38859|DNA2_YEAST",1522
"sp|P38307|DER1_YEAST",211
"sp|Q03212|EAR1_YEAST",550
"sp|Q06673|ECM30_YEAST",1274
"sp|P32803|EMP24_YEAST",203
"sp|P43572|EPL1_YEAST",832
"sp|P53200|EFM5_YEAST",248
"sp|P40456|ESL1_YEAST",1118
"sp|Q12452|ERG27_YEAST",347
"sp|P38819|ERP5_YEAST",212
"sp|P09201|F16P_YEAST",348
"sp|Q03254|FCP1_YEAST",732
"sp|Q12178|FCY1_YEAST",158
"sp|Q08023|FMP25_YEAST",583
"sp|P38884|AIM18_YEAST",321
"sp|Q04371|ARMT1_YEAST",470
"sp|P43639|CSK2B_YEAST",278
"sp|P00401|COX1_YEAST",534
"sp|Q07788|COS7_YEAST",383
"sp|P38428|CUE1_YEAST",203
"sp|P08678|CYAA_YEAST",2026
"sp|Q08923|CTI6_YEAST",506
"sp|P46963|CTK3_YEAST",296
"sp|P24309|DBR1_YEAST",405
"sp|P43550|DAK2_YEAST",591
"sp|P89113|DDR2_YEAST",61
"sp|P18962|DAP2_YEAST",818
"sp|Q12086|DIN7_YEAST",430
"sp|P09624|DLDH_YEAST",499
"sp|P33309|DOM34_YEAST",386
"sp|P47110|DPOD3_YEAST",350
"sp|Q08729|DSE3_YEAST",430
"sp|Q05785|ENT2_YEAST",613
"sp|P12754|EI2BD_YEAST",651
"sp|P36053|ELF1_YEAST",145
"sp|P25358|ELO2_YEAST",347
"sp|P32474|EUG1_YEAST",517
"sp|Q05040|FAR8_YEAST",523
"sp|P53121|FLC3_YEAST",802
"sp|P40491|FMC1_YEAST",155
"sp|P52923|AIF1_YEAST",378
"sp|P41695|BUB1_YEAST",1021
"sp|O94143|BUD19_YEAST",102
"sp|P53894|CBK1_YEAST",756
"sp|P20438|CG12_YEAST",545
"sp|P00420|COX3_YEAST",269
"sp|Q05924|DCR2_YEAST",578
"sp|P37298|DHSD_YEAST",181
"sp|P13382|DPOA_YEAST",1468
"sp|P15436|DPOD_YEAST",1097
"sp|Q12025|EMC10_YEAST",205
"sp|P42835|EGT2_YEAST",1041
"sp|P53970|EFM6_YEAST",246
"sp|P43561|FET5_YEAST",622
"sp|P40020|FIR1_YEAST",876
"sp|Q12247|FYV7_YEAST",151
"sp|P40056|GET2_YEAST",285
"sp|P38229|GIP1_YEAST",639
"sp|P38903|2A5D_YEAST",757
"sp|P53954|ALG11_YEAST",548
"sp|P03876|AI2M_YEAST",854
"sp|P85052|BUD25_YEAST",153
"sp|P26448|BUB2_YEAST",306
"sp|P25558|BUD3_YEAST",1636
"sp|P39988|BUD16_YEAST",312
"sp|P39101|CAJ1_YEAST",391
"sp|P39525|CEM1_YEAST",442
"sp|P40558|CFD1_YEAST",293
"sp|P53195|COG7_YEAST",279
"sp|P0CX12|COS2_YEAST",379
"sp|P40465|CSM2_YEAST",213
"sp|Q05080|CYK2_YEAST",669
"sp|P40442|CSS1_YEAST",995
"sp|P38719|DBP8_YEAST",431
"sp|P53063|DXO_YEAST",387
"sp|P38195|ECM13_YEAST",257
"sp|Q02710|ECM23_YEAST",187
"sp|P53733|RT19_YEAST",91
"sp|P40962|RTS2_YEAST",232
"sp|P49955|SF3B1_YEAST",971
"sp|P33335|SGE1_YEAST",543
"sp|P40317|SOK1_YEAST",901
"sp|P22213|SLY1_YEAST",666
"sp|P09007|SRD1_YEAST",221
"sp|P38985|SRP14_YEAST",146
"sp|P53874|UBP10_YEAST",792
"sp|P08067|UCRI_YEAST",215
"sp|Q06078|UTP21_YEAST",939
"sp|P53058|VEL1_YEAST",206
"sp|Q12071|VPS54_YEAST",889
"sp|Q12424|YD206_YEAST",762
"sp|Q12307|YD162_YEAST",118
"sp|Q12257|YD177_YEAST",170
"sp|P48568|YD186_YEAST",277
"sp|O13588|YA069_YEAST",104
"sp|P25600|YCH4_YEAST",308
"sp|A0A023PZE8|YD57W_YEAST",133
"sp|P38215|YBM3_YEAST",129
"sp|P38318|YB70_YEAST",560
"sp|Q3E7Z8|YC204_YEAST",88
"sp|P38109|YBY9_YEAST",508
"sp|Q96VG5|YC102_YEAST",65
"sp|P0CX68|YL11A_YEAST",440
"sp|P53962|YND5_YEAST",389
"sp|Q04116|YHP1_YEAST",353
"sp|P43622|YFM4_YEAST",192
"sp|Q12088|YL11B_YEAST",1755
"sp|P53960|YNE0_YEAST",456
"sp|P53963|YND4_YEAST",612
"sp|P0C2I8|YL14A_YEAST",440
"sp|Q05863|YL281_YEAST",155
"sp|Q06146|YL257_YEAST",321
"sp|Q06127|YL334_YEAST",126
"sp|P0C5P7|YL222_YEAST",76
"sp|A0A023PZJ9|YI115_YEAST",123
"sp|P53308|YG4U_YEAST",114
"sp|O13579|YL379_YEAST",124
"sp|P53210|YG1B_YEAST",297
"sp|P53888|YNR0_YEAST",131
"sp|P36134|YK21_YEAST",250
"sp|Q06695|YL416_YEAST",132
"sp|P53925|YNL5_YEAST",644
"sp|Q12351|YO012_YEAST",137
"sp|Q8TGT2|YK096_YEAST",49
"sp|P43591|YFH7_YEAST",353
"sp|P0C5Q1|YL64A_YEAST",40
"sp|P0C272|YO13A_YEAST",63
"sp|P43546|YFL57_YEAST",152
"sp|Q3E7B4|YP038_YEAST",63
"sp|Q02873|YP107_YEAST",248
"sp|P0C5R6|YP074_YEAST",56
"sp|P47098|YJ11B_YEAST",1755
"sp|Q6Q5F3|YP053_YEAST",151
"sp|Q03099|YMN3_YEAST",1374
"sp|P0C5R9|YP17B_YEAST",85
"sp|P0CX73|YP11A_YEAST",440
"sp|Q12486|YOR31_YEAST",218
"sp|P40028|YEN1_YEAST",759
"sp|Q6Q5H1|YP14A_YEAST",440
"sp|P0C0V2|YE18A_YEAST",99
"sp|P0CF36|YP276_YEAST",145
"sp|A0A023PZD0|YF036_YEAST",216
"sp|P0C5N0|YF010_YEAST",62
"sp|Q3E782|YM247_YEAST",47
"sp|A0A023PZI9|YH182_YEAST",157
"sp|Q12010|YPQ1_YEAST",308
"sp|P38992|SUR2_YEAST",349
"sp|P32584|STE14_YEAST",239
"sp|P00958|SYMC_YEAST",751
"sp|P15180|SYKC_YEAST",591
"sp|P40045|TDA2_YEAST",126
"sp|P53230|TAM41_YEAST",385
"sp|Q12297|TAF3_YEAST",353
"sp|Q08749|TIM18_YEAST",192
"sp|Q06412|TUS1_YEAST",1307
"sp|Q08562|ULS1_YEAST",1619
"sp|P12887|UNG_YEAST",359
"sp|P15732|UBC5_YEAST",148
"sp|Q07963|UBR2_YEAST",1872
"sp|Q07454|YD073_YEAST",984
"sp|Q07613|YD187_YEAST",109
"sp|Q12301|YD180_YEAST",547
"sp|P14680|YAK1_YEAST",807
"sp|A0A023PYD9|YE018_YEAST",177
"sp|P87288|YD327_YEAST",108
"sp|P25562|YCC2_YEAST",171
"sp|P87273|YD521_YEAST",111
"sp|P37264|YCG5_YEAST",122
"sp|Q04434|YD535_YEAST",166
"sp|P87264|YD467_YEAST",108
"sp|P0C5L1|YB068_YEAST",78
"sp|P38216|YBM6_YEAST",128
"sp|P32788|YBB0_YEAST",280
"sp|Q2V2Q2|YC048_YEAST",79
"sp|Q3E819|YC108_YEAST",63
"sp|P38780|YHL4_YEAST",354
"sp|P0C2I5|YL12B_YEAST",1755
"sp|P53967|YNC8_YEAST",105
"sp|Q45U48|YG035_YEAST",73
"sp|P0CF21|YI168_YEAST",127
"sp|P53272|YG34_YEAST",402
"sp|P0CL42|YI177_YEAST",160
"sp|P53247|YG2E_YEAST",123
"sp|Q02598|YI014_YEAST",104
"sp|Q08736|YO277_YEAST",102
"sp|P50089|YG51_YEAST",785
"sp|P40543|YIC4_YEAST",189
"sp|P36042|YKU2_YEAST",193
"sp|Q08241|YO106_YEAST",117
"sp|Q6B0Y1|YM009_YEAST",158
"sp|Q8TGL3|YO86A_YEAST",69
"sp|Q2V2P3|YK023_YEAST",75
"sp|O13564|YL428_YEAST",114
"sp|Q99401|YP238_YEAST",129
"sp|Q04276|YMX2_YEAST",118
"sp|P0CL27|YER90_YEAST",191
"sp|A0A0B7P3V8|YP41B_YEAST",1104
"sp|Q04304|YMY0_YEAST",227
"sp|Q8TGQ9|YN103_YEAST",29
"sp|P0C5N7|YH73A_YEAST",58
"sp|Q6B0X1|YM135_YEAST",177
"sp|A0A023PZE4|YH165_YEAST",103
"sp|P40211|YM21_YEAST",102
"sp|P53981|YNB0_YEAST",241
"sp|A0A023PXI0|YM306_YEAST",129
"sp|Q04670|YM14B_YEAST",1755
"sp|Q03508|YM8F_YEAST",461
"sp|Q03263|YM8M_YEAST",540
"sp|P31111|ZIP1_YEAST",875
"sp|Q12346|YPR71_YEAST",211
"sp|P54113|PUR91_YEAST",591
"sp|P38227|QDR3_YEAST",689
"sp|Q35811|Q0092_YEAST",46
"sp|P32641|RAD24_YEAST",659
"sp|P01120|RAS2_YEAST",322
"sp|P40339|RFC4_YEAST",323
"sp|P38630|RFC1_YEAST",861
"sp|Q06108|RGC1_YEAST",1083
"sp|Q08961|RKM1_YEAST",583
"sp|P0CX41|RL23A_YEAST",137
"sp|P0CX84|RL35A_YEAST",120
"sp|O14455|RL36B_YEAST",100
"sp|P05744|RL33A_YEAST",107
"sp|P17076|RL8A_YEAST",256
"sp|P0CX33|RS30A_YEAST",63
"sp|P42223|SBE2_YEAST",864
"sp|P32578|SIP1_YEAST",815
"sp|Q01476|UBP2_YEAST",1272
"sp|P39967|UBP9_YEAST",754
"sp|P54730|UBX4_YEAST",416
"sp|Q12047|YD158_YEAST",102
"sp|P25608|YCZ2_YEAST",368
"sp|O13523|YD401_YEAST",187
"sp|Q07649|YD221_YEAST",183
"sp|P0C5M0|YD320_YEAST",45
"sp|P87267|YD417_YEAST",123
"sp|Q8TGR8|YA37B_YEAST",324
"sp|Q12217|YB12A_YEAST",440
"sp|Q6B113|YB107_YEAST",34
"sp|P38327|YB82_YEAST",119
"sp|P38357|YB8F_YEAST",123
"sp|P39711|YAG4_YEAST",94
"sp|P38184|YBH3_YEAST",103
"sp|P38835|YHT1_YEAST",850
"sp|P0CY03|YL15A_YEAST",43
"sp|Q06251|YL177_YEAST",628
"sp|Q3E802|YG006_YEAST",36
"sp|P53243|YG2A_YEAST",804
"sp|Q8TGT9|YG146_YEAST",53
"sp|P0C2J3|YL21B_YEAST",1770
"sp|P40895|YJV5_YEAST",119
"sp|P53229|YG1V_YEAST",120
"sp|P46992|YJR1_YEAST",396
"sp|P53921|YNM2_YEAST",115
"sp|Q3E765|YK183_YEAST",70
"sp|O13565|YL358_YEAST",187
"sp|P53928|YNK9_YEAST",181
"sp|P0C5R1|YO329_YEAST",69
"sp|P47087|YJY2_YEAST",207
"sp|Q08912|YO389_YEAST",624
"sp|P0CY00|YL66A_YEAST",160
"sp|P53891|YNQ5_YEAST",406
"sp|P0C5P3|YK145_YEAST",30
"sp|Q06689|YL413_YEAST",675
"sp|P43597|YFI6_YEAST",1233
"sp|Q03083|YP034_YEAST",165
"sp|Q3E837|YJ052_YEAST",39
"sp|Q12273|YO11B_YEAST",1755
"sp|P47105|YJ07_YEAST",127
"sp|Q02781|YP062_YEAST",134
"sp|Q8TGN1|YJ140_YEAST",49
"sp|P47106|YJ08_YEAST",120
"sp|Q8TGK9|YP135_YEAST",57
"sp|O13566|YP123_YEAST",144
"sp|P47101|YJ00_YEAST",745
"sp|Q02826|YP080_YEAST",108
"sp|Q8TGL0|YP22A_YEAST",81
"sp|O13548|YP099_YEAST",118
"sp|Q08974|YP257_YEAST",193
"sp|Q02961|YP113_YEAST",396
"sp|P0C5P1|YJ27A_YEAST",38
"sp|Q3E801|YJ136_YEAST",27
"sp|P38721|YHF0_YEAST",697
"sp|A0A023PXM2|YH131_YEAST",81
"sp|P40103|YE18_YEAST",239
"sp|A0A023PXJ3|YE76A_YEAST",115
"sp|P53186|YGD4_YEAST",121
"sp|Q12331|YFAS1_YEAST",272
"sp|A0A023PXK7|YF021_YEAST",284
"sp|P40446|YIQ5_YEAST",119
"sp|P53093|YIP4_YEAST",235
"sp|Q07950|YEH2_YEAST",538
"sp|P40496|RT25_YEAST",264
"sp|P29478|SEC65_YEAST",273
"sp|Q05676|SOM1_YEAST",74
"sp|Q04053|SNX41_YEAST",625
"sp|Q02651|SMA1_YEAST",245
"sp|Q12038|SRO7_YEAST",1033
"sp|P32579|SUA5_YEAST",426
"sp|Q06010|STE23_YEAST",1027
"sp|P38788|SSZ1_YEAST",538
"sp|Q06339|TFC6_YEAST",672
"sp|P50078|TOS2_YEAST",622
"sp|Q02721|TO6BL_YEAST",264
"sp|Q02208|TOF2_YEAST",771
"sp|P29509|TRXB1_YEAST",319
"sp|P47168|TTI2_YEAST",421
"sp|P25040|TSR4_YEAST",408
"sp|P48412|UPF3_YEAST",387
"sp|P53285|VPS62_YEAST",467
"sp|P40343|VPS27_YEAST",622
"sp|Q12121|YD211_YEAST",372
"sp|P39557|YAL7_YEAST",106
"sp|Q07435|YD068_YEAST",109
"sp|P0CX65|YD14A_YEAST",440
"sp|Q6Q571|YM086_YEAST",112
"sp|P53880|YNR9_YEAST",145
"sp|P53907|YNO4_YEAST",740
"sp|P0CX17|YL464_YEAST",216
"sp|P0C5P8|YL49A_YEAST",28
"sp|Q08728|YO263_YEAST",135
"sp|Q08207|YO035_YEAST",100
"sp|Q12169|YO015_YEAST",119
"sp|Q8TGL6|YO108_YEAST",69
"sp|Q99248|YO019_YEAST",730
"sp|P0C5P9|YL54B_YEAST",54
"sp|Q08533|YO146_YEAST",101
"sp|P0C5E1|YP059_YEAST",128
"sp|Q12439|YO21A_YEAST",438
"sp|O13521|YP035_YEAST",115
"sp|Q12531|YP015_YEAST",247
"sp|Q02754|YP067_YEAST",198
"sp|P0CX60|YP13A_YEAST",440
"sp|Q03208|YML9_YEAST",357
"sp|P53120|YGO0_YEAST",1219
"sp|Q99337|YN12B_YEAST",1749
"sp|P38708|YHI0_YEAST",688
"sp|Q08922|YP182_YEAST",127
"sp|O13587|YP096_YEAST",100
"sp|Q12204|YOR22_YEAST",715
"sp|Q8TGL9|YN144_YEAST",27
"sp|P0C271|YN97B_YEAST",40
"sp|Q12070|YOR24_YEAST",107
"sp|P40083|YEW7_YEAST",148
"sp|Q08984|YP272_YEAST",517
"sp|Q3E834|YOS1_YEAST",85
"sp|Q12470|YN12A_YEAST",440
"sp|Q08994|YP203_YEAST",102
"sp|P0CL23|YIR5_YEAST",45
"sp|P38745|YHB7_YEAST",532
"sp|P51996|YPT32_YEAST",222
"sp|P42843|SKP2_YEAST",763
"sp|P38688|SRP72_YEAST",640
"sp|P39990|SNU13_YEAST",126
"sp|Q04748|SOV1_YEAST",898
"sp|P41901|SPR3_YEAST",512
"sp|Q08921|TCO89_YEAST",799
"sp|P38756|TCD1_YEAST",429
"sp|P39076|TCPB_YEAST",527
"sp|Q07471|THI3_YEAST",609
"sp|P39933|TF3A_YEAST",429
"sp|P49957|TRM9_YEAST",279
"sp|Q12400|TRM10_YEAST",293
"sp|P39961|TOG1_YEAST",794
"sp|P00912|TRPF_YEAST",224
"sp|P87269|YD433_YEAST",146
"sp|P38355|YB8B_YEAST",427
"sp|P38194|YBE4_YEAST",122
"sp|Q8TGK7|YAG8_YEAST",84
"sp|Q12485|YG12A_YEAST",440
"sp|P47028|YJI6_YEAST",122
"sp|O13574|YL255_YEAST",117
"sp|P47012|YJN5_YEAST",105
"sp|Q06267|YL184_YEAST",115
"sp|P47021|YJL9_YEAST",107
"sp|P40361|YJH0_YEAST",888
"sp|Q03886|YI20A_YEAST",80
"sp|Q3E750|YG41B_YEAST",60
"sp|P53227|YG1T_YEAST",271
"sp|P53342|YG64_YEAST",153
"sp|P53908|YNO3_YEAST",130
"sp|Q3E7Y7|YO293_YEAST",49
"sp|P43590|YFH6_YEAST",535
"sp|Q3E742|YL412_YEAST",68
"sp|P53902|YNP0_YEAST",135
"sp|Q6B0Y6|YM052_YEAST",121
"sp|Q08234|YO075_YEAST",1294
"sp|P0C5R0|YO14A_YEAST",36
"sp|Q08621|YO201_YEAST",117
"sp|Q08321|YO160_YEAST",113
"sp|Q12282|YO214_YEAST",236
"sp|P47172|YJ9I_YEAST",347
"sp|P47078|YJA9_YEAST",108
"sp|P0CL41|YJ255_YEAST",160
"sp|Q8TGT0|YM100_YEAST",57
"sp|Q8TGU4|YE175_YEAST",54
"sp|P40095|YEY8_YEAST",573
"sp|Q06102|YTH1_YEAST",208
"sp|P40572|YIT6_YEAST",265
"sp|P0CX20|YRF11_YEAST",1796
"sp|O13583|YPR77_YEAST",123
"sp|P18961|YPK2_YEAST",677
"sp|Q12532|RQC2_YEAST",1038
"sp|P40033|RSM18_YEAST",138
"sp|P43612|SA155_YEAST",1002
"sp|P38072|SCO2_YEAST",301
"sp|Q04964|SML1_YEAST",104
"sp|P42900|SLS1_YEAST",643
"sp|Q12749|SMC6_YEAST",1114
"sp|P06700|SIR2_YEAST",562
"sp|P38088|SYG_YEAST",690
"sp|Q12218|TIR4_YEAST",487
"sp|P47183|THI11_YEAST",340
"sp|P38426|TPS3_YEAST",1054
"sp|P38825|TOM71_YEAST",639
"sp|P53044|UFD1_YEAST",361
"sp|P50101|UBP15_YEAST",1230
"sp|P43593|UBP6_YEAST",499
"sp|P33301|XRS2_YEAST",854
"sp|O13554|VPS65_YEAST",104
"sp|Q07655|WHI4_YEAST",649
"sp|Q03433|VPS71_YEAST",280
"sp|Q04338|VTI1_YEAST",217
"sp|A0A023PXI4|YD203_YEAST",105
"sp|Q8TGP6|YD354_YEAST",47
"sp|Q12426|YDR10_YEAST",110
"sp|Q8TGK5|YB13A_YEAST",160
"sp|P38303|YB40_YEAST",103
"sp|Q8TGQ6|YB06A_YEAST",49
"sp|Q3E781|YB221_YEAST",34
"sp|P38317|YB69_YEAST",127
"sp|P38309|YB56_YEAST",107
"sp|P38277|YBY8_YEAST",524
"sp|Q45U18|YI134_YEAST",67
"sp|P53222|YG1O_YEAST",116
"sp|P40889|YJW5_YEAST",1758
"sp|P53288|YG3R_YEAST",203
"sp|P50083|YG4T_YEAST",69
"sp|P47092|YJZ0_YEAST",110
"sp|P0C2J4|YL21A_YEAST",438
"sp|P53300|YG45_YEAST",117
"sp|Q08748|YO296_YEAST",1289
"sp|P53325|YG5K_YEAST",136
"sp|Q8TGM9|YK075_YEAST",89
"sp|P53922|YNM0_YEAST",161
"sp|P43599|YFI8_YEAST",363
"sp|P0CE69|YK104_YEAST",306
"sp|P25637|YIH1_YEAST",258
"sp|P0CX19|YH214_YEAST",203
"sp|P53084|YGW8_YEAST",216
"sp|Q3E746|YH086_YEAST",53
"sp|Q03703|YMD7_YEAST",340
"sp|P32795|YME1_YEAST",747
"sp|P53724|RM50_YEAST",139
"sp|P36516|RM03_YEAST",390
"sp|P36520|RM10_YEAST",322
"sp|P14063|RM31_YEAST",131
"sp|P10622|RLA3_YEAST",106
"sp|Q01080|RPA49_YEAST",415
"sp|Q08219|RRT8_YEAST",342
"sp|P25443|RS2_YEAST",254
"sp|P32905|RSSA1_YEAST",252
"sp|P38429|SAP30_YEAST",201
"sp|Q12443|RTN2_YEAST",393
"sp|P53628|SNF12_YEAST",566
"sp|Q01684|SPR6_YEAST",191
"sp|P10080|SSBP1_YEAST",294
"sp|P47154|STE24_YEAST",453
"sp|P09436|SYIC_YEAST",1072
"sp|Q07395|SYO1_YEAST",620
"sp|O74700|TIM9_YEAST",87
"sp|Q3E7C1|TFB5_YEAST",72
"sp|Q08282|TYW4_YEAST",695
"sp|Q03010|UME1_YEAST",460
"sp|P40463|VHS2_YEAST",436
"sp|P40453|UBP7_YEAST",1071
"sp|Q03714|USA1_YEAST",838
"sp|Q12363|WTM1_YEAST",437
"sp|Q12016|VPS68_YEAST",184
"sp|P25630|YCU0_YEAST",102
"sp|P0C5L7|YD18A_YEAST",38
"sp|Q3E774|YD159_YEAST",43
"sp|P0CX22|YRF18_YEAST",1796
"sp|Q12172|YRR1_YEAST",810
"sp|P38829|YHS2_YEAST",231
"sp|Q3E7X9|RS28A_YEAST",67
"sp|P05756|RS13_YEAST",151
"sp|P32832|RSC7_YEAST",435
"sp|P38890|SET5_YEAST",526
"sp|Q02825|SEN54_YEAST",467
"sp|P38200|SHE1_YEAST",338
"sp|P53011|SEH1_YEAST",349
"sp|P45978|SCD6_YEAST",349
"sp|P40090|SCC4_YEAST",624
"sp|P18888|SNF6_YEAST",332
"sp|Q12074|SPEE_YEAST",293
"sp|P53540|SPC98_YEAST",846
"sp|Q06524|SUE1_YEAST",206
"sp|P40468|TAO3_YEAST",2376
"sp|P38967|TAT2_YEAST",592
"sp|P07806|SYV_YEAST",1104
"sp|P47058|TAD2_YEAST",250
"sp|Q03761|TAF12_YEAST",539
"sp|P09880|TRNL_YEAST",827
"sp|Q03796|TPP1_YEAST",238
"sp|Q06451|TPO3_YEAST",622
"sp|P34760|TSA1_YEAST",196
"sp|P53250|TWF1_YEAST",332
"sp|P0CG63|UBI4P_YEAST",381
"sp|Q05776|UPS1_YEAST",175
"sp|Q06682|UBX5_YEAST",500
"sp|P38329|VHC1_YEAST",1120
"sp|P47165|XPT1_YEAST",209
"sp|Q12416|WHI5_YEAST",295
"sp|Q07555|YD129_YEAST",291
"sp|P39563|YAN4_YEAST",99
"sp|P25036|YSP3_YEAST",478
"sp|P20434|RPAB1_YEAST",215
"sp|Q04847|ROY1_YEAST",553
"sp|P40016|RPN3_YEAST",523
"sp|P43588|RPN11_YEAST",306
"sp|P0CX40|RS8B_YEAST",200
"sp|P38120|RT09_YEAST",278
"sp|P22470|SAN1_YEAST",610
"sp|P40204|RUXG_YEAST",77
"sp|Q08963|RU2A_YEAST",238
"sp|P39742|SEC72_YEAST",193
"sp|Q04675|SEN15_YEAST",128
"sp|P11792|SCH9_YEAST",824
"sp|P25554|SGF29_YEAST",259
"sp|P40561|SGN1_YEAST",250
"sp|P33303|SFC1_YEAST",322
"sp|Q00772|SLT2_YEAST",484
"sp|Q12306|SMT3_YEAST",101
"sp|P48232|SNAPN_YEAST",102
"sp|P40072|SLX8_YEAST",274
"sp|Q12232|SLP1_YEAST",587
"sp|P36169|SKG1_YEAST",355
"sp|P35210|SPT23_YEAST",1082
"sp|P33757|SPO23_YEAST",523
"sp|P15179|SYDM_YEAST",658
"sp|P53538|SSU72_YEAST",206
"sp|P53312|SUCB_YEAST",427
"sp|Q03175|SRT1_YEAST",343
"sp|P27796|THIK_YEAST",417
"sp|P32830|TIM12_YEAST",109
"sp|Q08919|TRE1_YEAST",783
"sp|P38962|TVP23_YEAST",199
"sp|P25652|YCX7_YEAST",171
"sp|Q07738|YD241_YEAST",123
"sp|P39548|YAJ8_YEAST",234
"sp|O13522|YD396_YEAST",166
"sp|P0C1Z1|YD24C_YEAST",29
"sp|P0CX95|YE07A_YEAST",160
"sp|Q04093|YD444_YEAST",687
"sp|Q03935|YAP6_YEAST",383
"sp|Q3E821|YB008_YEAST",79
"sp|P38240|YBR4_YEAST",142
"sp|P38275|YBY4_YEAST",133
"sp|P38185|YBH1_YEAST",102
"sp|Q12312|YL122_YEAST",125
"sp|Q12130|YL112_YEAST",139
"sp|Q3E771|YL285_YEAST",56
"sp|P53242|YG29_YEAST",292
"sp|Q3E786|YG240_YEAST",66
"sp|Q3E7Z5|YI002_YEAST",69
"sp|P0CE96|YL156_YEAST",114
"sp|P47090|YJY5_YEAST",510
"sp|Q3E809|YM054_YEAST",52
"sp|Q8TGS9|YM001_YEAST",76
"sp|Q6B0Y5|YM046_YEAST",42
"sp|Q99208|YL066_YEAST",1374
"sp|Q07967|YL030_YEAST",263
"sp|Q06188|YL455_YEAST",304
"sp|P40166|YNT8_YEAST",100
"sp|Q08419|YOR50_YEAST",115
"sp|Q12391|YN11A_YEAST",440
"sp|P47126|YJ49_YEAST",109
"sp|Q12222|YGK3_YEAST",375
"sp|P53758|YN9D_YEAST",84
"sp|Q12274|YOR97_YEAST",175
"sp|Q08980|YP264_YEAST",353
"sp|P39953|YEA6_YEAST",335
"sp|A0A023PXH6|YM172_YEAST",127
"sp|P53108|YIP5_YEAST",310
"sp|Q3E7B5|YM230_YEAST",62
"sp|Q07804|YEH1_YEAST",573
"sp|P20433|RPB4_YEAST",221
"sp|P32349|RPC3_YEAST",654
"sp|Q05468|RQC1_YEAST",723
"sp|P41057|RS29A_YEAST",56
"sp|P07280|RS19A_YEAST",144
"sp|P05759|RS31_YEAST",152
"sp|P53305|RT27_YEAST",110
"sp|P17883|SKI3_YEAST",1432
"sp|P32558|SPT16_YEAST",1035
"sp|P50875|SPT20_YEAST",604
"sp|P06844|SPT3_YEAST",337
"sp|P32916|SRPR_YEAST",621
"sp|Q05021|TAF7_YEAST",590
"sp|P53040|TAF6_YEAST",516
"sp|P57744|TIM8_YEAST",87
"sp|P40071|TMN3_YEAST",706
"sp|P38238|TRM7_YEAST",310
"sp|P35169|TOR1_YEAST",2470
